City,Period,Temperature,Status,state
ACARAU,2023-09,28.0,Perfect,CE
ACARAU,2023-10,28.0,Perfect,CE
ACARAU,2023-11,28.0,Perfect,CE
ACARAU,2023-12,28.0,Perfect,CE
ALTO PARNAIBA,2019-01,30.0,Perfect,MA
ALTO PARNAIBA,2019-02,29.0,Perfect,MA
ALTO PARNAIBA,2019-03,29.0,Perfect,MA
ALTO PARNAIBA,2019-04,29.0,Perfect,MA
ALTO PARNAIBA,2019-05,28.0,Perfect,MA
ALTO PARNAIBA,2019-06,26.0,Perfect,MA
ALTO PARNAIBA,2019-07,25.0,Perfect,MA
ALTO PARNAIBA,2019-08,26.0,Perfect,MA
ALTO PARNAIBA,2019-09,28.0,Perfect,MA
ALTO PARNAIBA,2019-10,28.0,Perfect,MA
ALTO PARNAIBA,2019-11,28.0,Perfect,MA
ALTO PARNAIBA,2019-12,27.0,Perfect,MA
ALTO PARNAIBA,2020-01,26.0,Perfect,MA
ALTO PARNAIBA,2020-02,26.0,Perfect,MA
ALTO PARNAIBA,2020-03,26.0,Perfect,MA
ALTO PARNAIBA,2020-04,26.0,Perfect,MA
ALTO PARNAIBA,2020-05,27.0,Perfect,MA
ALTO PARNAIBA,2020-06,25.0,Perfect,MA
ALTO PARNAIBA,2020-07,25.0,Perfect,MA
ALTO PARNAIBA,2020-08,26.0,Perfect,MA
ALTO PARNAIBA,2020-09,28.0,Perfect,MA
ALTO PARNAIBA,2020-10,28.0,Perfect,MA
ALTO PARNAIBA,2020-11,27.0,Perfect,MA
ALTO PARNAIBA,2020-12,27.0,Perfect,MA
ALTO PARNAIBA,2021-01,26.0,Perfect,MA
ALTO PARNAIBA,2021-02,25.0,Perfect,MA
ALTO PARNAIBA,2021-03,26.0,Perfect,MA
ALTO PARNAIBA,2021-04,26.0,Perfect,MA
ALTO PARNAIBA,2021-05,26.0,Perfect,MA
ALTO PARNAIBA,2021-06,25.0,Perfect,MA
ALTO PARNAIBA,2021-07,25.0,Perfect,MA
ALTO PARNAIBA,2021-08,26.0,Perfect,MA
ALTO PARNAIBA,2021-09,26.0,Perfect,MA
ALTO PARNAIBA,2021-10,26.0,Perfect,MA
ALTO PARNAIBA,2021-11,26.0,Perfect,MA
ALTO PARNAIBA,2021-12,26.0,Perfect,MA
ALTO PARNAIBA,2022-01,29.0,Perfect,MA
ALTO PARNAIBA,2022-02,29.0,Perfect,MA
ALTO PARNAIBA,2022-03,29.0,Perfect,MA
ALTO PARNAIBA,2022-04,29.0,Perfect,MA
ALTO PARNAIBA,2022-05,29.0,Perfect,MA
ALTO PARNAIBA,2022-06,29.0,Perfect,MA
ALTO PARNAIBA,2022-07,29.0,Perfect,MA
ALTO PARNAIBA,2022-08,26.0,Perfect,MA
ALTO PARNAIBA,2022-09,28.0,Perfect,MA
ALTO PARNAIBA,2022-10,30.0,Perfect,MA
ALTO PARNAIBA,2022-11,30.0,Perfect,MA
ALTO PARNAIBA,2022-12,30.0,Perfect,MA
ALTO PARNAIBA,2023-01,31.0,Perfect,MA
ALTO PARNAIBA,2023-02,30.0,Perfect,MA
ALTO PARNAIBA,2023-03,26.0,Perfect,MA
ALTO PARNAIBA,2023-04,26.0,Perfect,MA
ALTO PARNAIBA,2023-05,26.0,Perfect,MA
ALTO PARNAIBA,2023-06,26.0,Perfect,MA
ALTO PARNAIBA,2023-07,27.0,Perfect,MA
ALTO PARNAIBA,2023-08,27.0,Perfect,MA
ALTO PARNAIBA,2023-09,29.0,Perfect,MA
ALTO PARNAIBA,2023-10,30.0,Perfect,MA
ALTO PARNAIBA,2023-11,28.0,Perfect,MA
ALTO PARNAIBA,2023-12,28.0,Perfect,MA
ALVORADA DO GURGUEIA,2019-01,27.0,Perfect,PI
ALVORADA DO GURGUEIA,2019-02,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2019-03,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2019-04,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2019-05,27.0,Perfect,PI
ALVORADA DO GURGUEIA,2019-06,27.0,Perfect,PI
ALVORADA DO GURGUEIA,2019-07,28.0,Perfect,PI
ALVORADA DO GURGUEIA,2019-08,31.0,Perfect,PI
ALVORADA DO GURGUEIA,2019-09,30.0,Perfect,PI
ALVORADA DO GURGUEIA,2019-10,30.0,Perfect,PI
ALVORADA DO GURGUEIA,2019-11,30.0,Perfect,PI
ALVORADA DO GURGUEIA,2019-12,29.0,Perfect,PI
ALVORADA DO GURGUEIA,2020-01,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2020-02,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2020-03,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2020-04,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2020-05,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2020-06,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2020-07,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2020-08,28.0,Perfect,PI
ALVORADA DO GURGUEIA,2020-09,30.0,Perfect,PI
ALVORADA DO GURGUEIA,2020-10,30.0,Perfect,PI
ALVORADA DO GURGUEIA,2020-11,27.0,Perfect,PI
ALVORADA DO GURGUEIA,2020-12,28.0,Perfect,PI
ALVORADA DO GURGUEIA,2021-01,28.0,Perfect,PI
ALVORADA DO GURGUEIA,2021-02,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2021-03,25.0,Perfect,PI
ALVORADA DO GURGUEIA,2021-04,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2021-05,29.0,Perfect,PI
ALVORADA DO GURGUEIA,2021-06,28.0,Perfect,PI
ALVORADA DO GURGUEIA,2021-07,29.0,Perfect,PI
ALVORADA DO GURGUEIA,2021-08,27.0,Perfect,PI
ALVORADA DO GURGUEIA,2021-09,30.0,Perfect,PI
ALVORADA DO GURGUEIA,2021-10,29.0,Perfect,PI
ALVORADA DO GURGUEIA,2021-11,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2021-12,25.0,Perfect,PI
ALVORADA DO GURGUEIA,2022-01,25.0,Perfect,PI
ALVORADA DO GURGUEIA,2022-02,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2022-03,27.0,Perfect,PI
ALVORADA DO GURGUEIA,2022-04,27.0,Perfect,PI
ALVORADA DO GURGUEIA,2022-05,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2022-06,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2022-07,27.0,Perfect,PI
ALVORADA DO GURGUEIA,2022-08,27.0,Perfect,PI
ALVORADA DO GURGUEIA,2022-09,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2022-10,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2022-11,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2022-12,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2023-01,28.0,Perfect,PI
ALVORADA DO GURGUEIA,2023-02,28.0,Perfect,PI
ALVORADA DO GURGUEIA,2023-03,28.0,Perfect,PI
ALVORADA DO GURGUEIA,2023-04,28.0,Perfect,PI
ALVORADA DO GURGUEIA,2023-05,28.0,Perfect,PI
ALVORADA DO GURGUEIA,2023-06,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2023-07,26.0,Perfect,PI
ALVORADA DO GURGUEIA,2023-08,28.0,Perfect,PI
ALVORADA DO GURGUEIA,2023-09,28.0,Perfect,PI
ALVORADA DO GURGUEIA,2023-10,30.0,Perfect,PI
ALVORADA DO GURGUEIA,2023-11,28.0,Perfect,PI
ALVORADA DO GURGUEIA,2023-12,28.0,Perfect,PI
AMARGOSA,2019-01,25.0,Perfect,BA
AMARGOSA,2019-02,26.0,Perfect,BA
AMARGOSA,2019-03,26.0,Perfect,BA
AMARGOSA,2019-04,25.0,Perfect,BA
AMARGOSA,2019-05,24.0,Regular,BA
AMARGOSA,2019-06,22.0,Regular,BA
AMARGOSA,2019-07,21.0,Regular,BA
AMARGOSA,2019-08,21.0,Regular,BA
AMARGOSA,2019-09,22.0,Regular,BA
AMARGOSA,2019-10,23.0,Regular,BA
AMARGOSA,2019-11,24.0,Regular,BA
AMARGOSA,2019-12,25.0,Perfect,BA
AMARGOSA,2020-01,25.0,Perfect,BA
AMARGOSA,2020-02,26.0,Perfect,BA
AMARGOSA,2020-03,25.0,Perfect,BA
AMARGOSA,2020-04,24.0,Regular,BA
AMARGOSA,2020-05,23.0,Regular,BA
AMARGOSA,2020-06,21.0,Regular,BA
AMARGOSA,2020-07,20.0,Regular,BA
AMARGOSA,2020-08,20.0,Regular,BA
AMARGOSA,2020-09,21.0,Regular,BA
AMARGOSA,2020-10,23.0,Regular,BA
AMARGOSA,2020-11,23.0,Regular,BA
AMARGOSA,2020-12,24.0,Regular,BA
AMARGOSA,2021-01,24.0,Regular,BA
AMARGOSA,2021-02,24.0,Regular,BA
AMARGOSA,2021-03,24.0,Regular,BA
AMARGOSA,2021-04,23.0,Regular,BA
AMARGOSA,2021-05,22.0,Regular,BA
AMARGOSA,2021-06,21.0,Regular,BA
AMARGOSA,2021-07,20.0,Regular,BA
AMARGOSA,2021-08,20.0,Regular,BA
AMARGOSA,2021-09,22.0,Regular,BA
AMARGOSA,2021-10,23.0,Regular,BA
AMARGOSA,2021-11,23.0,Regular,BA
AMARGOSA,2021-12,23.0,Regular,BA
AMARGOSA,2022-01,23.0,Regular,BA
AMARGOSA,2022-02,23.0,Regular,BA
AMARGOSA,2022-03,23.0,Regular,BA
AMARGOSA,2022-04,22.0,Regular,BA
AMARGOSA,2022-05,22.0,Regular,BA
AMARGOSA,2022-06,22.0,Regular,BA
AMARGOSA,2022-07,22.0,Regular,BA
AMARGOSA,2022-08,22.0,Regular,BA
AMARGOSA,2022-09,21.0,Regular,BA
AMARGOSA,2022-10,22.0,Regular,BA
AMARGOSA,2022-11,22.0,Regular,BA
AMARGOSA,2022-12,22.0,Regular,BA
AMARGOSA,2023-01,22.0,Regular,BA
AMARGOSA,2023-02,22.0,Regular,BA
AMARGOSA,2023-03,22.0,Regular,BA
AMARGOSA,2023-04,22.0,Regular,BA
AMARGOSA,2023-05,22.0,Regular,BA
AMARGOSA,2023-06,21.0,Regular,BA
AMARGOSA,2023-07,20.0,Regular,BA
AMARGOSA,2023-08,21.0,Regular,BA
AMARGOSA,2023-09,21.0,Regular,BA
AMARGOSA,2023-10,23.0,Regular,BA
AMARGOSA,2023-11,24.0,Regular,BA
AMARGOSA,2023-12,24.0,Regular,BA
ANGICAL DO PIAUI,2020-01,26.0,Perfect,PI
ANGICAL DO PIAUI,2020-02,26.0,Perfect,PI
ANGICAL DO PIAUI,2020-03,26.0,Perfect,PI
ANGICAL DO PIAUI,2020-04,26.0,Perfect,PI
ANGICAL DO PIAUI,2020-05,26.0,Perfect,PI
ANGICAL DO PIAUI,2020-06,25.0,Perfect,PI
ANGICAL DO PIAUI,2020-07,25.0,Perfect,PI
ANGICAL DO PIAUI,2020-08,26.0,Perfect,PI
ANGICAL DO PIAUI,2020-09,28.0,Perfect,PI
ANGICAL DO PIAUI,2020-10,30.0,Perfect,PI
ANGICAL DO PIAUI,2020-11,27.0,Perfect,PI
ANGICAL DO PIAUI,2020-12,27.0,Perfect,PI
ANGICAL DO PIAUI,2022-01,27.0,Perfect,PI
ANGICAL DO PIAUI,2022-02,27.0,Perfect,PI
ANGICAL DO PIAUI,2022-03,27.0,Perfect,PI
ANGICAL DO PIAUI,2022-04,27.0,Perfect,PI
ANGICAL DO PIAUI,2022-05,27.0,Perfect,PI
ANGICAL DO PIAUI,2022-06,27.0,Perfect,PI
ANGICAL DO PIAUI,2022-07,27.0,Perfect,PI
ANGICAL DO PIAUI,2022-08,26.0,Perfect,PI
ANGICAL DO PIAUI,2022-09,28.0,Perfect,PI
ANGICAL DO PIAUI,2022-10,29.0,Perfect,PI
ANGICAL DO PIAUI,2022-11,26.0,Perfect,PI
ANGICAL DO PIAUI,2022-12,26.0,Perfect,PI
ANGICAL DO PIAUI,2023-01,25.0,Perfect,PI
ANGICAL DO PIAUI,2023-02,25.0,Perfect,PI
ANGICAL DO PIAUI,2023-03,25.0,Perfect,PI
ANGICAL DO PIAUI,2023-04,26.0,Perfect,PI
ANGICAL DO PIAUI,2023-05,26.0,Perfect,PI
ANGICAL DO PIAUI,2023-06,26.0,Perfect,PI
ANGICAL DO PIAUI,2023-07,26.0,Perfect,PI
ANGICAL DO PIAUI,2023-08,27.0,Perfect,PI
ANGICAL DO PIAUI,2023-09,27.0,Perfect,PI
ANGICAL DO PIAUI,2023-10,26.0,Perfect,PI
ANGICAL DO PIAUI,2023-11,26.0,Perfect,PI
ANGICAL DO PIAUI,2023-12,26.0,Perfect,PI
APODI,2019-01,28.0,Perfect,RN
APODI,2019-02,28.0,Perfect,RN
APODI,2019-03,28.0,Perfect,RN
APODI,2019-04,27.0,Perfect,RN
APODI,2019-05,27.0,Perfect,RN
APODI,2019-06,27.0,Perfect,RN
APODI,2019-07,27.0,Perfect,RN
APODI,2019-08,28.0,Perfect,RN
APODI,2019-09,28.0,Perfect,RN
APODI,2019-10,29.0,Perfect,RN
APODI,2019-11,29.0,Perfect,RN
APODI,2019-12,30.0,Perfect,RN
APODI,2020-01,29.0,Perfect,RN
APODI,2020-02,27.0,Perfect,RN
APODI,2020-03,27.0,Perfect,RN
APODI,2020-04,27.0,Perfect,RN
APODI,2020-05,26.0,Perfect,RN
APODI,2020-06,26.0,Perfect,RN
APODI,2020-07,26.0,Perfect,RN
APODI,2020-08,27.0,Perfect,RN
APODI,2020-09,28.0,Perfect,RN
APODI,2020-10,29.0,Perfect,RN
APODI,2020-11,29.0,Perfect,RN
APODI,2020-12,29.0,Perfect,RN
APODI,2021-01,29.0,Perfect,RN
APODI,2021-02,28.0,Perfect,RN
APODI,2021-03,27.0,Perfect,RN
APODI,2021-04,27.0,Perfect,RN
APODI,2021-05,27.0,Perfect,RN
APODI,2021-06,27.0,Perfect,RN
APODI,2021-07,28.0,Perfect,RN
APODI,2021-08,29.0,Perfect,RN
APODI,2021-09,29.0,Perfect,RN
APODI,2021-10,29.0,Perfect,RN
APODI,2021-11,28.0,Perfect,RN
APODI,2021-12,28.0,Perfect,RN
APODI,2022-01,28.0,Perfect,RN
APODI,2022-02,28.0,Perfect,RN
APODI,2022-03,28.0,Perfect,RN
APODI,2022-04,28.0,Perfect,RN
APODI,2022-05,28.0,Perfect,RN
APODI,2022-06,28.0,Perfect,RN
APODI,2022-07,28.0,Perfect,RN
APODI,2022-08,28.0,Perfect,RN
APODI,2022-09,28.0,Perfect,RN
APODI,2022-10,29.0,Perfect,RN
APODI,2022-11,28.0,Perfect,RN
APODI,2022-12,28.0,Perfect,RN
APODI,2023-01,29.0,Perfect,RN
APODI,2023-02,28.0,Perfect,RN
APODI,2023-03,27.0,Perfect,RN
APODI,2023-04,26.0,Perfect,RN
APODI,2023-05,27.0,Perfect,RN
APODI,2023-06,27.0,Perfect,RN
APODI,2023-07,27.0,Perfect,RN
APODI,2023-08,28.0,Perfect,RN
APODI,2023-09,29.0,Perfect,RN
APODI,2023-10,29.0,Perfect,RN
APODI,2023-11,29.0,Perfect,RN
APODI,2023-12,29.0,Perfect,RN
ARACAJU,2019-01,28.0,Perfect,SE
ARACAJU,2019-02,29.0,Perfect,SE
ARACAJU,2019-03,29.0,Perfect,SE
ARACAJU,2019-04,28.0,Perfect,SE
ARACAJU,2019-05,27.0,Perfect,SE
ARACAJU,2019-06,26.0,Perfect,SE
ARACAJU,2019-07,25.0,Perfect,SE
ARACAJU,2019-08,25.0,Perfect,SE
ARACAJU,2019-09,26.0,Perfect,SE
ARACAJU,2019-10,27.0,Perfect,SE
ARACAJU,2019-11,27.0,Perfect,SE
ARACAJU,2019-12,28.0,Perfect,SE
ARACAJU,2020-01,28.0,Perfect,SE
ARACAJU,2020-02,29.0,Perfect,SE
ARACAJU,2020-03,28.0,Perfect,SE
ARACAJU,2020-04,28.0,Perfect,SE
ARACAJU,2020-05,26.0,Perfect,SE
ARACAJU,2020-06,26.0,Perfect,SE
ARACAJU,2020-07,25.0,Perfect,SE
ARACAJU,2020-08,25.0,Perfect,SE
ARACAJU,2020-09,26.0,Perfect,SE
ARACAJU,2020-10,27.0,Perfect,SE
ARACAJU,2020-11,27.0,Perfect,SE
ARACAJU,2020-12,27.0,Perfect,SE
ARACAJU,2021-01,28.0,Perfect,SE
ARACAJU,2021-02,29.0,Perfect,SE
ARACAJU,2021-03,29.0,Perfect,SE
ARACAJU,2021-04,28.0,Perfect,SE
ARACAJU,2021-05,26.0,Perfect,SE
ARACAJU,2021-06,25.0,Perfect,SE
ARACAJU,2021-07,25.0,Perfect,SE
ARACAJU,2021-08,25.0,Perfect,SE
ARACAJU,2021-09,26.0,Perfect,SE
ARACAJU,2021-10,27.0,Perfect,SE
ARACAJU,2021-11,27.0,Perfect,SE
ARACAJU,2021-12,27.0,Perfect,SE
ARACAJU,2022-01,26.0,Perfect,SE
ARACAJU,2022-02,26.0,Perfect,SE
ARACAJU,2022-03,26.0,Perfect,SE
ARACAJU,2022-04,26.0,Perfect,SE
ARACAJU,2022-05,26.0,Perfect,SE
ARACAJU,2022-06,26.0,Perfect,SE
ARACAJU,2022-07,26.0,Perfect,SE
ARACAJU,2022-08,26.0,Perfect,SE
ARACAJU,2022-09,26.0,Perfect,SE
ARACAJU,2022-10,26.0,Perfect,SE
ARACAJU,2022-11,26.0,Perfect,SE
ARACAJU,2022-12,26.0,Perfect,SE
ARACAJU,2023-01,27.0,Perfect,SE
ARACAJU,2023-02,28.0,Perfect,SE
ARACAJU,2023-03,27.0,Perfect,SE
ARACAJU,2023-04,27.0,Perfect,SE
ARACAJU,2023-05,26.0,Perfect,SE
ARACAJU,2023-06,25.0,Perfect,SE
ARACAJU,2023-07,25.0,Perfect,SE
ARACAJU,2023-08,25.0,Perfect,SE
ARACAJU,2023-09,26.0,Perfect,SE
ARACAJU,2023-10,26.0,Perfect,SE
ARACAJU,2023-11,26.0,Perfect,SE
ARACAJU,2023-12,27.0,Perfect,SE
ARAPIRACA,2019-01,25.0,Perfect,AL
ARAPIRACA,2019-02,27.0,Perfect,AL
ARAPIRACA,2019-03,27.0,Perfect,AL
ARAPIRACA,2019-04,26.0,Perfect,AL
ARAPIRACA,2019-05,25.0,Perfect,AL
ARAPIRACA,2019-06,25.0,Perfect,AL
ARAPIRACA,2019-07,26.0,Perfect,AL
ARAPIRACA,2019-08,26.0,Perfect,AL
ARAPIRACA,2019-09,26.0,Perfect,AL
ARAPIRACA,2019-10,26.0,Perfect,AL
ARAPIRACA,2019-11,26.0,Perfect,AL
ARAPIRACA,2019-12,26.0,Perfect,AL
ARAPIRACA,2021-01,27.0,Perfect,AL
ARAPIRACA,2021-02,29.0,Perfect,AL
ARAPIRACA,2021-03,29.0,Perfect,AL
ARAPIRACA,2021-04,28.0,Perfect,AL
ARAPIRACA,2021-05,28.0,Perfect,AL
ARAPIRACA,2021-06,28.0,Perfect,AL
ARAPIRACA,2021-07,28.0,Perfect,AL
ARAPIRACA,2021-08,28.0,Perfect,AL
ARAPIRACA,2021-09,28.0,Perfect,AL
ARAPIRACA,2021-10,28.0,Perfect,AL
ARAPIRACA,2021-11,28.0,Perfect,AL
ARAPIRACA,2021-12,28.0,Perfect,AL
ARAPIRACA,2022-01,22.0,Regular,AL
ARAPIRACA,2022-02,22.0,Regular,AL
ARAPIRACA,2022-03,22.0,Regular,AL
ARAPIRACA,2022-04,22.0,Regular,AL
ARAPIRACA,2022-05,22.0,Regular,AL
ARAPIRACA,2022-06,22.0,Regular,AL
ARAPIRACA,2022-07,22.0,Regular,AL
ARAPIRACA,2022-08,22.0,Regular,AL
ARAPIRACA,2022-09,22.0,Regular,AL
ARAPIRACA,2022-10,22.0,Regular,AL
ARAPIRACA,2022-11,22.0,Regular,AL
ARAPIRACA,2022-12,22.0,Regular,AL
ARAPIRACA,2023-01,25.0,Perfect,AL
ARAPIRACA,2023-02,25.0,Perfect,AL
ARAPIRACA,2023-03,25.0,Perfect,AL
ARAPIRACA,2023-04,25.0,Perfect,AL
ARAPIRACA,2023-05,25.0,Perfect,AL
ARAPIRACA,2023-06,25.0,Perfect,AL
ARAPIRACA,2023-07,25.0,Perfect,AL
ARAPIRACA,2023-08,25.0,Perfect,AL
ARAPIRACA,2023-09,23.0,Regular,AL
ARAPIRACA,2023-10,25.0,Perfect,AL
ARAPIRACA,2023-11,26.0,Perfect,AL
ARAPIRACA,2023-12,26.0,Perfect,AL
ARCO VERDE,2019-01,25.0,Perfect,PE
ARCO VERDE,2019-02,26.0,Perfect,PE
ARCO VERDE,2019-03,25.0,Perfect,PE
ARCO VERDE,2019-04,25.0,Perfect,PE
ARCO VERDE,2019-05,24.0,Regular,PE
ARCO VERDE,2019-06,22.0,Regular,PE
ARCO VERDE,2019-07,21.0,Regular,PE
ARCO VERDE,2019-08,21.0,Regular,PE
ARCO VERDE,2019-09,23.0,Regular,PE
ARCO VERDE,2019-10,25.0,Perfect,PE
ARCO VERDE,2019-11,26.0,Perfect,PE
ARCO VERDE,2019-12,26.0,Perfect,PE
ARCO VERDE,2020-01,26.0,Perfect,PE
ARCO VERDE,2020-02,26.0,Perfect,PE
ARCO VERDE,2020-03,24.0,Regular,PE
ARCO VERDE,2020-04,24.0,Regular,PE
ARCO VERDE,2020-05,22.0,Regular,PE
ARCO VERDE,2020-06,21.0,Regular,PE
ARCO VERDE,2020-07,20.0,Regular,PE
ARCO VERDE,2020-08,21.0,Regular,PE
ARCO VERDE,2020-09,22.0,Regular,PE
ARCO VERDE,2020-10,26.0,Perfect,PE
ARCO VERDE,2020-11,29.0,Perfect,PE
ARCO VERDE,2020-12,25.0,Perfect,PE
ARCO VERDE,2022-01,26.0,Perfect,PE
ARCO VERDE,2022-02,30.0,Perfect,PE
ARCO VERDE,2022-03,29.0,Perfect,PE
ARCO VERDE,2022-04,28.0,Perfect,PE
ARCO VERDE,2022-05,26.0,Perfect,PE
ARCO VERDE,2022-06,25.0,Perfect,PE
ARCO VERDE,2022-07,24.0,Regular,PE
ARCO VERDE,2022-08,23.0,Regular,PE
ARCO VERDE,2022-09,22.0,Regular,PE
ARCO VERDE,2022-10,24.0,Regular,PE
ARCO VERDE,2022-11,24.0,Regular,PE
ARCO VERDE,2022-12,24.0,Regular,PE
ARCO VERDE,2023-01,25.0,Perfect,PE
ARCO VERDE,2023-02,25.0,Perfect,PE
ARCO VERDE,2023-03,24.0,Regular,PE
ARCO VERDE,2023-04,24.0,Regular,PE
ARCO VERDE,2023-05,23.0,Regular,PE
ARCO VERDE,2023-06,21.0,Regular,PE
ARCO VERDE,2023-07,21.0,Regular,PE
ARCO VERDE,2023-08,22.0,Regular,PE
ARCO VERDE,2023-09,23.0,Regular,PE
ARCO VERDE,2023-10,25.0,Perfect,PE
ARCO VERDE,2023-11,26.0,Perfect,PE
ARCO VERDE,2023-12,25.0,Perfect,PE
AREIA,2019-01,24.0,Regular,PB
AREIA,2019-02,24.0,Regular,PB
AREIA,2019-03,24.0,Regular,PB
AREIA,2019-04,23.0,Regular,PB
AREIA,2019-05,23.0,Regular,PB
AREIA,2019-06,21.0,Regular,PB
AREIA,2019-07,21.0,Regular,PB
AREIA,2019-08,20.0,Regular,PB
AREIA,2019-09,21.0,Regular,PB
AREIA,2019-10,22.0,Regular,PB
AREIA,2019-11,24.0,Regular,PB
AREIA,2019-12,24.0,Regular,PB
AREIA,2020-01,25.0,Perfect,PB
AREIA,2020-02,25.0,Perfect,PB
AREIA,2020-03,24.0,Regular,PB
AREIA,2020-04,24.0,Regular,PB
AREIA,2020-05,23.0,Regular,PB
AREIA,2020-06,21.0,Regular,PB
AREIA,2020-07,21.0,Regular,PB
AREIA,2020-08,21.0,Regular,PB
AREIA,2020-09,21.0,Regular,PB
AREIA,2020-10,23.0,Regular,PB
AREIA,2020-11,23.0,Regular,PB
AREIA,2020-12,23.0,Regular,PB
AREIA,2021-01,24.0,Regular,PB
AREIA,2021-02,24.0,Regular,PB
AREIA,2021-03,24.0,Regular,PB
AREIA,2021-04,23.0,Regular,PB
AREIA,2021-05,22.0,Regular,PB
AREIA,2021-06,21.0,Regular,PB
AREIA,2021-07,21.0,Regular,PB
AREIA,2021-08,21.0,Regular,PB
AREIA,2021-09,22.0,Regular,PB
AREIA,2021-10,23.0,Regular,PB
AREIA,2021-11,24.0,Regular,PB
AREIA,2021-12,24.0,Regular,PB
AREIA,2022-01,24.0,Regular,PB
AREIA,2022-02,24.0,Regular,PB
AREIA,2022-03,24.0,Regular,PB
AREIA,2022-04,23.0,Regular,PB
AREIA,2022-05,22.0,Regular,PB
AREIA,2022-06,21.0,Regular,PB
AREIA,2022-07,20.0,Regular,PB
AREIA,2022-08,20.0,Regular,PB
AREIA,2022-09,21.0,Regular,PB
AREIA,2022-10,23.0,Regular,PB
AREIA,2022-11,23.0,Regular,PB
AREIA,2022-12,24.0,Regular,PB
AREIA,2023-01,23.0,Regular,PB
AREIA,2023-02,24.0,Regular,PB
AREIA,2023-03,23.0,Regular,PB
AREIA,2023-04,23.0,Regular,PB
